,,,,各部門計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total（a+b+c+ｄ),,,中央銀行,,,預金取扱機関,,,,,,,,,一般政府,,,その他部門,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Central bank (a),,,"Deposit-taking corporations,",,,銀行等（銀行勘定）,,,信託銀行（銀行勘定）,,,General government (c),,,Other sectors （d),,,その他金融機関,,,,,,,,,,,,,,,,,,,,,その他,,
,,,,,,,,,,except the central bank(b),,,Banks（banking accounts),,,Trust banks(banking accounts）,,,,,,,,,Other financial corporations,,,銀行等（信託勘定）,,,信託銀行（信託勘定）,,,金融商品取引業者,,,生命保険会社,,,損害保険会社,,,投資信託委託会社等,,,Others,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banks（trust accounts）,,,Trust banks（trust accounts）,,,Financial instruments firms,,,Life insurance companies,,,Non-life insurance companies,,,Investment trust management companies,,,,,
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net
（暦年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Annual figures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年,,2014C.Y.,,"3,623,157","3,577,999","45,158",          --,          --,          --,"773,888","808,248","-34,360","686,063","713,308","-27,245","87,825","94,940","-7,115","1,081","1,806",-725,"2,848,188","2,767,945","80,243","2,837,283","2,700,083","137,200","3,804","4,621",-816,"304,757","284,941","19,816","2,147,154","2,066,886","80,267","164,814","125,310","39,504","6,757","7,225",-468,"209,996","211,099","-1,103","10,905","67,862","-56,957"
平成27年,,2015C.Y.,,"3,704,914","3,540,406","164,508",          --,          --,          --,"648,906","587,652","61,254","580,166","533,860","46,307","68,740","53,792","14,948",153,"1,733","-1,580","3,055,854","2,951,020","104,834","3,047,274","2,878,096","169,178","2,444","1,152","1,292","366,061","334,380","31,681","2,282,236","2,212,312","69,924","183,900","124,280","59,620","5,317","4,956",360,"207,315","201,015","6,300","8,580","72,924","-64,344"
平成28年,,2016C.Y.,,"3,951,929","3,705,027","246,902",          --,          --,          --,"673,218","636,440","36,778","596,952","551,619","45,333","76,265","84,821","-8,555",169,"1,933","-1,764","3,278,543","3,066,654","211,888","3,271,841","3,025,185","246,656",642,930,-288,"294,418","270,061","24,357","2,454,598","2,392,519","62,079","289,175","156,502","132,673","5,877","4,729","1,149","227,130","200,444","26,686","6,702","41,470","-34,768"
平成29年,,2017C.Y.,,"3,262,255","3,268,682","-6,427",          --,          --,          --,"498,446","590,880","-92,434","428,638","518,277","-89,639","69,809","72,604","-2,795",224,636,-412,"2,763,585","2,677,166","86,419","2,755,852","2,606,930","148,922",968,370,598,"320,666","276,059","44,607","2,033,435","1,944,952","88,483","181,406","165,849","15,557","5,348","5,492",-144,"214,030","214,207",-178,"7,733","70,236","-62,503"
平成30年,,2018C.Y.,,"3,735,126","3,631,353","103,773",          --,          --,          --,"560,285","588,753","-28,468","500,245","530,487","-30,242","60,041","58,266","1,774",144,176,-32,"3,174,697","3,042,424","132,273","3,164,470","2,995,741","168,730",153,456,-303,"369,134","311,031","58,103","2,309,733","2,219,337","90,396","251,521","227,807","23,714","4,026","4,739",-713,"229,904","232,371","-2,468","10,226","46,683","-36,457"
令和元(平成31)年,,2019C.Y.,,"5,394,857","5,209,537","185,320",          --,          --,          --,"914,246","821,009","93,237","844,680","748,932","95,748","69,566","72,077","-2,511",139,165,-26,"4,480,472","4,388,363","92,109","4,474,178","4,333,542","140,637",354,517,-163,"360,851","323,260","37,590","3,685,767","3,622,282","63,485","191,439","161,235","30,205","2,331","3,916","-1,585","233,437","222,332","11,105","6,293","54,821","-48,528"
令和2年,,2020C.Y.,,"5,049,808","4,845,056","204,753",          --,          --,          --,"926,579","889,349","37,230","860,910","823,953","36,956","65,670","65,395",274,57,569,-513,"4,123,172","3,955,137","168,035","4,113,459","3,896,445","217,014",84,253,-169,"594,720","423,647","171,072","3,113,680","3,061,184","52,497","151,378","174,551","-23,173","2,497","4,256","-1,759","251,100","232,554","18,546","9,713","58,692","-48,979"
令和3年,,2021C.Y.,,"4,987,066","4,968,256","18,810",          --,          --,          --,"778,263","802,645","-24,382","711,027","742,314","-31,287","67,236","60,331","6,905",184,308,-124,"4,208,619","4,165,303","43,316","4,204,244","4,101,628","102,616",106,248,-143,"662,987","607,191","55,796","3,167,122","3,121,322","45,800","138,287","152,773","-14,487","2,520","3,361",-841,"233,221","216,731","16,490","4,375","63,675","-59,300"
令和4年,,2022C.Y.,,"4,515,085","4,749,160","-234,075",          --,          --,          --,"781,748","912,273","-130,525","739,273","862,265","-122,992","42,475","50,008","-7,533",0,224,-224,"3,733,337","3,836,663","-103,326","3,726,164","3,796,300","-70,136",180,70,109,"675,796","647,076","28,720","2,651,121","2,591,692","59,429","172,055","300,180","-128,125","4,306","5,770","-1,465","222,706","251,511","-28,804","7,173","40,364","-33,190"
令和5年,,2023C.Y.,,"4,552,990","4,367,096","185,894",          --,          --,          --,"1,055,757","910,393","145,364","965,426","829,596","135,830","90,332","80,797","9,534",0,271,-271,"3,497,233","3,456,432","40,801","3,491,440","3,405,667","85,773",170,154,16,"563,800","517,587","46,213","2,572,207","2,505,134","67,073","135,695","174,900","-39,205","4,251","4,790",-539,"215,317","203,102","12,215","5,793","50,765","-44,972"
令和6年,,2024C.Y.,,"5,298,822","5,245,388","53,435",          --,          --,          --,"1,054,536","1,061,354","-6,819","948,647","957,361","-8,714","105,888","103,993","1,895",108,321,-213,"4,244,179","4,183,713","60,467","4,234,452","4,138,636","95,816",280,190,91,"532,550","472,532","60,018","3,341,560","3,288,906","52,653","138,576","162,548","-23,972","4,561","5,674","-1,113","216,925","208,787","8,138","9,727","45,076","-35,349"
令和7年,,2025C.Y.,,"4,999,522","4,861,930","137,592",          --,          --,          --,"1,105,224","1,049,705","55,519","964,486","939,631","24,855","140,738","110,074","30,664",          --,435,-435,"3,894,298","3,811,789","82,509","3,886,528","3,772,789","113,739",83,63,20,"556,358","488,058","68,299","3,022,784","2,972,092","50,692","109,162","117,219","-8,057","2,936","5,020","-2,084","195,205","190,337","4,869","7,770","39,000","-31,230"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（月次）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Monthly figures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年,1月,2014,Jan,"221,400","247,879","-26,479",          --,          --,          --,"22,162","49,635","-27,473","19,141","45,115","-25,974","3,021","4,520","-1,499",73,66,7,"199,165","198,177",988,"198,594","191,046","7,548",564,52,512,"21,229","19,675","1,554","149,648","140,311","9,337","10,207","13,369","-3,162","1,019","1,001",19,"15,926","16,638",-712,571,"7,131","-6,560"
,2月,,Feb,"205,752","208,660","-2,908",          --,          --,          --,"32,830","37,471","-4,641","27,095","32,579","-5,484","5,735","4,892",843,44,278,-234,"172,878","170,911","1,967","172,085","166,556","5,528",90,69,20,"23,099","24,642","-1,543","123,045","118,009","5,036","8,966","8,148",818,835,512,323,"16,049","15,176",873,793,"4,355","-3,561"
,3月,,Mar,"294,132","311,485","-17,353",          --,          --,          --,"82,518","96,925","-14,407","69,731","82,591","-12,860","12,788","14,334","-1,546",46,361,-315,"211,568","214,199","-2,631","210,655","207,783","2,872",38,70,-32,"24,140","25,044",-904,"153,364","149,659","3,706","17,430","16,191","1,239",670,282,389,"15,013","16,537","-1,525",913,"6,416","-5,503"
,4月,,Apr,"276,805","273,216","3,588",          --,          --,          --,"67,773","87,760","-19,987","59,708","81,534","-21,826","8,064","6,226","1,838",50,80,-30,"208,982","185,377","23,605","208,817","182,591","26,227",88,67,21,"30,460","25,576","4,884","140,961","131,692","9,269","18,032","8,300","9,732",834,"1,384",-550,"18,443","15,573","2,870",165,"2,786","-2,622"
,5月,,May,"348,300","323,206","25,094",          --,          --,          --,"112,044","104,022","8,022","103,289","93,235","10,054","8,755","10,787","-2,032",92,76,16,"236,164","219,108","17,056","235,272","216,515","18,757",86,86,0,"24,044","23,127",917,"175,058","165,600","9,458","14,805","9,876","4,929",610,768,-158,"20,669","17,058","3,610",892,"2,593","-1,701"
,6月,,Jun,"333,912","309,457","24,454",          --,          --,          --,"86,082","71,630","14,452","75,467","62,931","12,536","10,615","8,699","1,916",148,186,-39,"247,682","237,641","10,041","246,851","232,872","13,979",280,44,236,"24,736","23,113","1,623","185,722","184,011","1,711","15,173","7,640","7,533",408,369,40,"20,532","17,695","2,836",830,"4,768","-3,938"
,7月,,Jul,"374,501","356,039","18,462",          --,          --,          --,"82,047","88,469","-6,422","76,388","82,919","-6,531","5,660","5,551",109,87,85,1,"292,367","267,484","24,883","291,729","262,851","28,878",96,97,-1,"23,833","22,100","1,732","224,145","211,061","13,084","23,128","9,750","13,378",645,565,81,"19,883","19,278",605,638,"4,634","-3,996"
,8月,,Aug,"318,058","306,079","11,979",          --,          --,          --,"60,955","57,847","3,107","53,500","54,160",-660,"7,454","3,687","3,767",15,120,-105,"257,088","248,112","8,977","256,322","243,181","13,141","1,424",381,"1,043","27,498","23,023","4,475","197,646","193,489","4,157","11,956","8,153","3,802",108,149,-41,"17,690","17,985",-295,766,"4,931","-4,164"
,9月,,Sep,"375,069","357,345","17,724",          --,          --,          --,"56,621","51,332","5,289","48,324","37,562","10,762","8,297","13,770","-5,473",111,221,-110,"318,337","305,791","12,546","316,707","298,438","18,270",177,698,-521,"28,003","23,828","4,175","252,872","244,851","8,021","16,383","8,113","8,271",717,774,-56,"18,556","20,175","-1,619","1,629","7,353","-5,724"
,10月,,Oct,"352,272","350,924","1,348",          --,          --,          --,"77,336","82,754","-5,418","69,347","70,912","-1,565","7,989","11,842","-3,853",5,142,-137,"274,931","268,028","6,903","273,875","263,008","10,867",700,"2,773","-2,073","30,117","24,483","5,633","213,770","208,153","5,617","10,310","9,318",992,223,682,-459,"18,755","17,599","1,156","1,056","5,020","-3,964"
,11月,,Nov,"254,423","237,505","16,918",          --,          --,          --,"47,238","26,148","21,089","42,643","24,545","18,097","4,595","1,603","2,992",400,92,308,"206,785","211,265","-4,480","204,855","205,061",-206,252,39,213,"24,745","25,617",-872,"158,461","150,250","8,211","8,205","9,306","-1,101",417,644,-227,"12,775","19,206","-6,431","1,930","6,203","-4,274"
,12月,,Dec,"268,533","296,205","-27,672",          --,          --,          --,"46,281","54,254","-7,972","41,430","45,226","-3,795","4,851","9,028","-4,177",11,99,-89,"222,241","241,852","-19,611","221,520","230,181","-8,660",10,244,-234,"22,854","24,714","-1,859","172,461","169,800","2,661","10,219","17,147","-6,928",270,98,173,"15,706","18,178","-2,473",721,"11,671","-10,950"
平成27年,1月,2015,Jan,"357,159","346,337","10,822",          --,          --,          --,"66,868","61,443","5,425","62,745","58,552","4,193","4,124","2,891","1,233",5,66,-61,"290,286","284,828","5,458","289,333","277,621","11,712",69,177,-107,"28,252","24,663","3,588","227,155","221,769","5,385","14,089","10,351","3,738",601,248,354,"19,167","20,413","-1,245",952,"7,207","-6,255"
,2月,,Feb,"306,102","288,046","18,056",          --,          --,          --,"49,275","40,643","8,632","46,566","37,293","9,273","2,709","3,350",-641,27,90,-63,"256,801","247,314","9,487","256,021","240,171","15,849",20,45,-26,"31,577","28,075","3,502","191,774","185,971","5,803","12,813","9,811","3,003",447,281,166,"19,390","15,988","3,402",780,"7,143","-6,363"
,3月,,Mar,"358,173","330,557","27,617",          --,          --,          --,"62,879","36,107","26,772","58,129","32,633","25,496","4,750","3,474","1,276",0,293,-293,"295,294","294,157","1,137","294,402","283,909","10,492",433,394,39,"32,841","29,540","3,301","232,812","221,640","11,172","10,500","14,827","-4,327",409,219,190,"17,408","17,289",118,892,"10,248","-9,356"
,4月,,Apr,"310,248","331,909","-21,661",          --,          --,          --,"49,976","91,542","-41,566","41,969","83,202","-41,232","8,007","8,340",-333,24,36,-12,"260,248","240,332","19,916","259,815","232,336","27,478",940,183,757,"30,488","27,917","2,570","184,067","177,312","6,755","24,832","10,308","14,524",483,267,216,"19,005","16,350","2,656",434,"7,996","-7,562"
,5月,,May,"289,033","255,779","33,254",          --,          --,          --,"48,331","27,992","20,339","42,577","22,817","19,760","5,754","5,175",579,0,49,-49,"240,702","227,738","12,964","239,996","219,492","20,504",340,104,236,"28,419","30,463","-2,045","167,818","160,167","7,651","21,999","8,804","13,195",714,809,-95,"20,706","19,144","1,561",706,"8,245","-7,539"
,6月,,Jun,"270,813","303,739","-32,926",          --,          --,          --,"44,478","75,396","-30,917","40,677","66,024","-25,347","3,801","9,372","-5,570",37,341,-304,"226,297","228,002","-1,705","224,996","220,068","4,928",345,177,167,"26,887","28,965","-2,078","157,754","153,006","4,748","21,020","17,465","3,555",820,"1,014",-194,"18,170","19,441","-1,271","1,302","7,934","-6,633"
,7月,,Jul,"297,015","279,760","17,255",          --,          --,          --,"56,889","49,804","7,086","52,560","47,240","5,320","4,329","2,564","1,766",41,122,-81,"240,085","229,834","10,251","239,460","223,309","16,150",116,16,100,"25,821","22,594","3,227","181,924","172,146","9,778","14,118","12,180","1,938",367,386,-19,"17,115","15,988","1,127",625,"6,525","-5,900"
,8月,,Aug,"309,376","289,745","19,631",          --,          --,          --,"62,019","49,956","12,063","54,283","44,051","10,232","7,736","5,905","1,830",5,18,-13,"247,352","239,771","7,582","247,102","235,214","11,888",          --,0,0,"48,179","40,710","7,469","168,001","166,817","1,184","14,333","9,224","5,109",213,316,-103,"16,376","18,147","-1,772",250,"4,557","-4,306"
,9月,,Sep,"315,233","284,317","30,916",          --,          --,          --,"62,347","31,738","30,609","57,820","27,284","30,536","4,527","4,454",73,0,390,-390,"252,886","252,189",697,"252,179","248,329","3,850",3,22,-19,"27,897","25,817","2,080","199,009","198,842",167,"11,568","9,479","2,089",318,488,-170,"13,384","13,681",-297,707,"3,860","-3,153"
,10月,,Oct,"338,368","309,082","29,287",          --,          --,          --,"73,640","58,771","14,869","63,812","54,049","9,762","9,828","4,722","5,106",14,74,-60,"264,714","250,237","14,478","264,128","247,099","17,030",37,7,30,"36,819","33,887","2,932","196,131","189,708","6,423","13,476","7,116","6,359",299,373,-75,"17,367","16,007","1,360",586,"3,138","-2,552"
,11月,,Nov,"286,079","261,740","24,338",          --,          --,          --,"39,223","29,467","9,756","31,888","27,742","4,147","7,335","1,725","5,609",0,79,-79,"246,856","232,195","14,661","246,302","229,341","16,961",129,10,119,"25,106","22,397","2,709","191,322","184,232","7,090","13,088","7,111","5,977",244,292,-48,"16,413","15,299","1,114",553,"2,853","-2,300"
,12月,,Dec,"267,313","259,394","7,920",          --,          --,          --,"32,981","34,793","-1,812","27,140","32,973","-5,833","5,841","1,820","4,021",0,176,-176,"234,332","224,424","9,908","233,540","221,205","12,335",12,15,-3,"23,776","19,351","4,426","184,471","180,703","3,768","12,064","7,604","4,460",402,263,139,"12,813","13,268",-454,792,"3,219","-2,427"
平成28年,1月,2016,Jan,"369,212","368,624",588,          --,          --,          --,"55,475","61,117","-5,643","50,951","53,963","-3,013","4,524","7,154","-2,630",0,38,-38,"313,737","307,469","6,269","313,480","305,302","8,178",          --,21,-21,"19,965","18,517","1,448","267,231","260,239","6,992","11,161","10,613",547,450,424,26,"14,673","15,488",-814,257,"2,167","-1,910"
,2月,,Feb,"357,232","317,914","39,318",          --,          --,          --,"91,057","76,193","14,864","82,434","60,689","21,745","8,623","15,504","-6,881",68,21,47,"266,107","241,699","24,408","265,899","239,470","26,428",          --,19,-19,"25,900","20,203","5,697","196,029","192,020","4,009","22,551","8,587","13,964",79,352,-274,"21,340","18,289","3,052",208,"2,229","-2,021"
,3月,,Mar,"346,826","287,380","59,446",          --,          --,          --,"71,214","42,142","29,073","62,273","37,408","24,865","8,942","4,734","4,208",0,"1,188","-1,188","275,612","244,051","31,561","275,396","241,636","33,760",          --,627,-627,"28,142","26,097","2,044","197,317","187,142","10,175","31,315","12,889","18,426",513,194,319,"18,110","14,686","3,424",215,"2,415","-2,199"
,4月,,Apr,"322,104","305,749","16,355",          --,          --,          --,"62,822","66,236","-3,414","57,778","54,280","3,498","5,044","11,956","-6,912",0,217,-217,"259,282","239,295","19,987","259,135","236,487","22,648",          --,0,0,"26,552","25,423","1,129","190,291","187,423","2,868","23,669","8,046","15,623",550,514,35,"18,074","15,081","2,993",147,"2,808","-2,661"
,5月,,May,"299,123","277,418","21,705",          --,          --,          --,"33,796","40,778","-6,982","29,287","38,284","-8,997","4,509","2,494","2,015",0,15,-15,"265,327","236,625","28,702","264,569","233,632","30,937",          --,25,-25,"21,492","19,697","1,795","203,384","193,083","10,301","20,553","6,532","14,020",317,155,162,"18,822","14,139","4,683",759,"2,993","-2,235"
,6月,,Jun,"340,500","320,128","20,372",          --,          --,          --,"67,273","65,926","1,347","58,795","57,411","1,384","8,478","8,514",-36,0,22,-22,"273,227","254,180","19,047","271,629","250,625","21,003",20,43,-23,"26,777","23,689","3,088","192,714","185,670","7,044","32,237","22,256","9,981",733,953,-220,"19,149","18,015","1,134","1,598","3,555","-1,957"
,7月,,Jul,"343,161","283,271","59,890",          --,          --,          --,"59,146","32,459","26,687","48,826","29,473","19,353","10,320","2,986","7,334",0,34,-34,"284,015","250,779","33,237","283,390","247,670","35,720",          --,32,-32,"23,186","21,374","1,812","202,370","197,372","4,998","35,866","11,941","23,925",841,404,438,"21,127","16,547","4,580",625,"3,109","-2,484"
,8月,,Aug,"329,282","302,212","27,069",          --,          --,          --,"33,750","33,775",-25,"28,084","30,675","-2,591","5,667","3,101","2,566",0,27,-27,"295,531","268,411","27,120","295,114","265,148","29,965",          --,19,-19,"23,181","19,562","3,619","231,188","222,219","8,969","22,005","9,954","12,051",593,170,423,"18,146","13,224","4,923",417,"3,262","-2,845"
,9月,,Sep,"319,961","310,272","9,689",          --,          --,          --,"55,344","57,819","-2,475","47,947","52,021","-4,074","7,397","5,799","1,599",50,15,35,"264,567","252,437","12,130","263,550","247,544","16,006",180,55,125,"25,334","25,910",-576,"194,221","191,400","2,822","24,791","13,641","11,150",395,189,206,"18,629","16,350","2,279","1,016","4,893","-3,877"
,10月,,Oct,"313,644","289,073","24,570",          --,          --,          --,"52,426","49,678","2,748","47,328","39,746","7,582","5,098","9,932","-4,834",21,6,14,"261,197","239,389","21,808","260,503","236,621","23,882",13,8,5,"23,126","21,354","1,773","190,275","185,721","4,554","25,237","13,035","12,202",448,329,119,"21,403","16,175","5,228",694,"2,768","-2,074"
,11月,,Nov,"355,518","354,642",876,          --,          --,          --,"57,934","61,724","-3,790","53,840","53,402",438,"4,094","8,322","-4,228",0,276,-276,"297,584","292,643","4,941","297,155","287,856","9,299",9,36,-27,"26,070","26,547",-478,"222,453","215,529","6,924","25,670","22,552","3,118",673,600,73,"22,280","22,592",-311,429,"4,787","-4,358"
,12月,,Dec,"255,366","288,344","-32,977",          --,          --,          --,"32,981","48,593","-15,612","29,410","44,266","-14,857","3,571","4,326",-756,30,74,-44,"222,356","239,677","-17,321","222,021","233,193","-11,172",420,45,375,"24,694","21,688","3,006","167,125","174,701","-7,576","14,121","16,455","-2,334",285,445,-160,"15,377","19,861","-4,484",335,"6,484","-6,149"
平成29年,1月,2017,Jan,"282,795","295,307","-12,512",          --,          --,          --,"47,677","64,760","-17,083","44,175","61,347","-17,172","3,502","3,413",89,7,12,-6,"235,111","230,534","4,577","234,049","223,543","10,506",475,43,433,"23,455","19,850","3,605","179,767","176,359","3,409","12,767","10,153","2,614",442,170,272,"17,143","16,969",173,"1,063","6,992","-5,929"
,2月,,Feb,"277,744","300,311","-22,567",          --,          --,          --,"26,447","43,603","-17,156","23,673","39,197","-15,524","2,775","4,407","-1,632",151,38,113,"251,146","256,670","-5,524","250,735","249,150","1,585",          --,65,-65,"25,300","22,873","2,427","197,575","194,218","3,357","10,003","14,118","-4,115",323,422,-99,"17,535","17,454",81,410,"7,520","-7,110"
,3月,,Mar,"360,041","363,022","-2,981",          --,          --,          --,"48,465","56,328","-7,862","43,043","44,109","-1,067","5,423","12,218","-6,796",14,153,-139,"311,562","306,541","5,021","311,119","299,944","11,174",18,44,-26,"30,415","28,968","1,447","239,625","228,790","10,836","20,004","19,246",758,"1,062","1,480",-418,"19,995","21,417","-1,423",443,"6,597","-6,154"
,4月,,Apr,"276,846","318,763","-41,917",          --,          --,          --,"43,656","100,570","-56,914","38,932","93,832","-54,900","4,724","6,739","-2,015",0,74,-74,"233,190","218,119","15,071","232,991","214,878","18,112",0,5,-5,"29,839","24,469","5,370","168,876","161,362","7,515","15,361","11,446","3,915",339,883,-544,"18,575","16,714","1,861",199,"3,240","-3,041"
,5月,,May,"285,182","253,862","31,320",          --,          --,          --,"61,961","43,745","18,216","53,683","40,581","13,102","8,278","3,164","5,114",0,102,-102,"223,221","210,015","13,206","222,542","206,239","16,303",4,30,-26,"28,521","24,563","3,959","164,290","153,088","11,202","10,807","9,000","1,807",351,271,80,"18,568","19,288",-719,679,"3,776","-3,097"
,6月,,Jun,"323,343","310,365","12,978",          --,          --,          --,"58,615","51,211","7,404","50,907","44,383","6,524","7,708","6,828",880,4,31,-27,"264,724","259,123","5,601","263,623","253,469","10,154",6,93,-87,"29,933","26,843","3,090","197,824","192,220","5,604","16,838","15,312","1,526",452,278,174,"18,570","18,723",-153,"1,100","5,654","-4,553"
,7月,,Jul,"277,566","230,977","46,589",          --,          --,          --,"54,168","22,414","31,755","47,560","20,325","27,235","6,609","2,089","4,520",0,119,-119,"223,398","208,445","14,953","222,931","204,120","18,811",135,1,134,"26,275","21,808","4,467","157,832","150,887","6,945","21,282","14,158","7,124",461,356,105,"16,945","16,909",37,467,"4,325","-3,858"
,8月,,Aug,"231,248","225,204","6,044",          --,          --,          --,"37,525","48,212","-10,687","31,375","41,316","-9,941","6,151","6,896",-745,28,18,10,"193,695","176,974","16,721","192,601","172,502","20,100",          --,4,-4,"26,847","19,791","7,057","134,127","123,121","11,006","13,201","12,321",880,300,192,108,"18,126","17,074","1,052","1,094","4,472","-3,379"
,9月,,Sep,"277,805","276,709","1,096",          --,          --,          --,"45,544","57,284","-11,740","33,876","43,551","-9,675","11,668","13,733","-2,065",0,9,-9,"232,261","219,416","12,845","231,819","216,360","15,460",112,14,98,"26,553","20,991","5,562","171,209","166,049","5,160","17,782","12,926","4,855",305,265,39,"15,859","16,114",-255,442,"3,056","-2,615"
,10月,,Oct,"240,872","255,579","-14,707",          --,          --,          --,"30,476","52,895","-22,420","23,394","47,063","-23,668","7,081","5,832","1,249",13,42,-29,"210,383","202,642","7,742","210,031","196,896","13,135",171,11,160,"25,716","22,769","2,947","145,736","139,190","6,547","21,108","17,319","3,789",235,98,137,"17,064","17,509",-444,352,"5,746","-5,394"
,11月,,Nov,"247,941","254,885","-6,944",          --,          --,          --,"22,400","28,838","-6,438","19,331","25,408","-6,077","3,069","3,430",-362,0,18,-17,"225,541","226,029",-488,"224,725","216,531","8,195",          --,41,-41,"27,222","23,460","3,762","167,244","158,543","8,701","11,408","15,615","-4,207",813,856,-43,"18,038","18,016",22,816,"9,499","-8,683"
,12月,,Dec,"180,871","183,698","-2,827",          --,          --,          --,"21,511","21,020",491,"18,689","17,165","1,524","2,821","3,855","-1,033",8,21,-13,"159,353","162,658","-3,305","158,685","153,298","5,386",46,20,26,"20,588","19,674",914,"109,329","101,127","8,202","10,845","14,235","-3,390",264,221,43,"17,613","18,021",-408,668,"9,359","-8,691"
平成30年,1月,2018,Jan,"310,467","293,870","16,598",          --,          --,          --,"33,414","37,637","-4,223","30,294","32,280","-1,986","3,120","5,357","-2,237",0,0,0,"277,054","256,233","20,821","276,821","249,746","27,076",2,8,-6,"35,368","28,016","7,352","183,823","175,317","8,505","37,350","26,443","10,907",614,213,401,"19,664","19,747",-83,232,"6,487","-6,255"
